iter	Logloss
147	0.5160784725
148	0.5156102307
149	0.5151529091
150	0.514859257
151	0.5145902073
152	0.514154795
153	0.5138683665
154	0.5135996943
155	0.5133514768
156	0.5129493297
157	0.5122293328
158	0.5118932506
159	0.5116315259
160	0.5113864236
161	0.510627414
162	0.5103584667
163	0.5100948416
164	0.5097816481
165	0.5095405946
166	0.5092954109
167	0.5089710761
168	0.5085846399
169	0.5082009783
170	0.5078953292
171	0.5072855372
172	0.5069337685
173	0.506569889
174	0.506223275
175	0.5059980082
176	0.505760634
177	0.5054359237
178	0.505212567
179	0.5046979674
180	0.5042848431
181	0.5039124859
182	0.503589608
183	0.5033024792
184	0.5029888434
185	0.5026325648
186	0.5023342525
187	0.5020585309
188	0.5017246435
189	0.5014109495
190	0.501193544
191	0.500993191
192	0.5007113437
193	0.5004358769
194	0.5001536471
195	0.4999485418
196	0.4996877812
197	0.4994440995
198	0.4992024469
199	0.4989720771
200	0.4987766002
201	0.4985040439
202	0.4983089732
203	0.4981863609
204	0.4978916319
205	0.4977549553
206	0.497312859
207	0.4971201507
208	0.4969272626
209	0.4967122284
210	0.4965049161
211	0.4962162837
212	0.4960478321
213	0.4958683939
214	0.4956607707
215	0.4954332973
216	0.4953096893
217	0.4950854251
218	0.4948658927
219	0.4945776049
220	0.4943668164
221	0.4942164378
222	0.4940106026
223	0.4938342635
224	0.4936415168
225	0.4934814374
226	0.4933279242
227	0.4930362835
228	0.4928510833
229	0.492575879
230	0.4923781222
231	0.4921447235
232	0.4919307552
233	0.4915750302
234	0.4913670983
235	0.4911925443
236	0.4910351335
237	0.4906054981
238	0.490469717
239	0.4902936353
240	0.4900754171
241	0.4899103512
242	0.489730945
243	0.4895744957
244	0.4894699137
245	0.4891648322
246	0.4888521625
247	0.4887115154
248	0.4885612504
249	0.4883311583
250	0.4881750636
251	0.4880548606
252	0.4878769358
253	0.4874869036
254	0.4873272672
255	0.4871639918
256	0.4869369078
257	0.4867701656
258	0.4866409494
259	0.486496781
260	0.4862978185
261	0.4858324254
262	0.4854549254
263	0.4853088912
264	0.485105458
265	0.4849744446
266	0.4848323126
267	0.4847078375
268	0.4845616783
269	0.4844311697
270	0.4842584336
271	0.4841620224
272	0.4837783765
273	0.4836191982
274	0.4834932595
275	0.4832655918
276	0.4831687783
277	0.4828954558
278	0.4827633998
279	0.4827028148
280	0.4826244752
281	0.4824969062
282	0.4823037028
283	0.4821928613
284	0.4819964394
285	0.4818476621
286	0.4817638297
287	0.4816609436
288	0.4815373376
289	0.4814223046
290	0.481307884
291	0.4810565619
292	0.4809455063
293	0.4807690553
294	0.4806483049
295	0.4805036105
296	0.480412867
297	0.4802531763
298	0.480004963
299	0.4798818198
300	0.479787202
301	0.4796779025
302	0.4794918176
303	0.4793485609
304	0.4792427809
305	0.4791067184
306	0.4789467316
307	0.4788105615
308	0.4787046108
309	0.4785632943
310	0.4784080169
311	0.4783027469
312	0.4781816973
313	0.4780861524
314	0.4780332379
315	0.4779516682
316	0.4777780285
317	0.4776041982
318	0.477522048
319	0.4773700487
320	0.4773142089
321	0.4771522973
322	0.4770659944
323	0.4769471545
324	0.4768179257
325	0.4767480774
326	0.4766334531
327	0.4765189398
328	0.4764170433
329	0.476328672
330	0.4761626062
331	0.4760420801
332	0.4759564081
333	0.4758853022
334	0.4756031959
335	0.4754713837
336	0.4753007359
337	0.4752327523
338	0.4751291843
339	0.4750482401
340	0.4749687538
341	0.474873906
342	0.4747461253
343	0.4746802162
344	0.4744969431
345	0.4743817858
346	0.4742975987
347	0.474182577
348	0.4740716676
349	0.47400114
350	0.4738909064
351	0.4737837531
352	0.4737135119
353	0.473669959
354	0.4735814918
355	0.4735200003
356	0.4734299053
357	0.4733802939
358	0.4732364989
359	0.4731561705
360	0.473082289
361	0.4729596971
362	0.4728433224
363	0.4725946962
364	0.4724587523
365	0.4723828719
366	0.4722830797
367	0.4721883395
368	0.4719349526
369	0.4716036527
370	0.4715079269
371	0.4713074463
372	0.4712295858
373	0.4711525324
374	0.4710750519
375	0.4709856942
376	0.4708915688
377	0.4708118514
378	0.4707126776
379	0.4706451203
380	0.4705785414
381	0.4705270826
382	0.4704569182
383	0.4703267412
384	0.4702121387
385	0.4701201198
386	0.4700862909
387	0.4699801748
388	0.4698209007
389	0.4697608141
390	0.4697078053
391	0.4696406716
392	0.4695705962
393	0.4695043642
394	0.4694322244
395	0.4693286424
396	0.4692814806
397	0.4691212203
398	0.469036682
399	0.4689901484
400	0.4689388256
401	0.4688706477
402	0.4688068092
403	0.4687594988
404	0.4686711171
405	0.4686048337
406	0.4685475909
407	0.4685050437
408	0.4684085725
409	0.4682030005
410	0.4681341262
411	0.4680974241
412	0.4680521427
413	0.4679944808
414	0.4679132021
415	0.4678292954
416	0.4677704692
417	0.4677194076
418	0.4676811109
419	0.4676177101
420	0.467569197
421	0.4674439095
422	0.4674131236
423	0.4673361523
424	0.4670433483
425	0.4669740334
426	0.4669370171
427	0.4669084297
428	0.4668579837
429	0.4668130206
430	0.466569197
431	0.4664819159
432	0.4664225693
433	0.4663576757
434	0.4662781905
435	0.4662188547
436	0.4660896353
437	0.4660347288
438	0.4660078537
439	0.465940161
440	0.465891682
441	0.4658282847
442	0.4657290692
443	0.4656793977
444	0.4655962343
445	0.4655303655
446	0.4654880072
447	0.4654084994
448	0.4653685111
449	0.4653045743
450	0.4652498459
451	0.4652109764
452	0.4650034395
453	0.464921858
454	0.4648640607
455	0.4647881067
456	0.4647175038
457	0.4646763104
458	0.4646124346
459	0.4645687225
460	0.4645295167
461	0.4644908188
462	0.464445184
463	0.4643864871
464	0.4643237987
465	0.4642593888
466	0.4642354834
467	0.4641984556
468	0.4641582379
469	0.4641095534
470	0.4640401168
471	0.4638922978
472	0.4638526974
473	0.4638125944
474	0.4637782022
475	0.4637290073
476	0.4636561092
477	0.4636082083
478	0.4635235897
479	0.4634757437
480	0.463454848
481	0.4634172194
482	0.4633719353
483	0.4633313606
484	0.4632702541
485	0.4632355303
486	0.4631660891
487	0.4631080428
488	0.4630437718
489	0.4630079461
490	0.4629681539
491	0.462932277
492	0.4628757239
493	0.4627999318
494	0.4626782788
495	0.4625274699
496	0.4624918253
497	0.4623834625
498	0.4623126368
499	0.4622682686
500	0.4621934056
501	0.4621230008
502	0.4620832065
503	0.4619388662
504	0.461729131
505	0.461688251
506	0.4616540961
507	0.4616048741
508	0.4615402419
509	0.4614887401
510	0.4614420682
511	0.4613935218
512	0.4613626414
513	0.4612979285
514	0.461250716
515	0.4611917534
516	0.4611391927
517	0.4610996066
518	0.4610440129
519	0.4609984037
520	0.4609544654
521	0.460922118
522	0.4608628388
523	0.4608266685
524	0.4607889252
525	0.4607449008
526	0.4606579878
527	0.4605954061
528	0.4605331572
529	0.4604575315
530	0.4604284274
531	0.4603961016
532	0.4603613443
533	0.4603131944
534	0.4602584986
535	0.4602302276
536	0.4602059989
537	0.4601735461
538	0.4601424404
539	0.4600810357
540	0.4600466673
541	0.4600154297
542	0.4599800473
543	0.4598946206
544	0.4598624139
545	0.4596662986
546	0.4596314058
547	0.4595776028
548	0.4595531697
549	0.4594861294
550	0.4594380035
551	0.4593873143
552	0.4593646916
553	0.4592123293
554	0.459188991
555	0.4591508373
556	0.459027026
557	0.4589914315
558	0.4589096085
559	0.4588707981
560	0.4588428157
561	0.4588131769
562	0.458747249
563	0.4587164243
564	0.4586590897
565	0.4585966267
566	0.4585647014
567	0.4585373852
568	0.4584946887
569	0.458469311
570	0.4584307791
571	0.4584083182
572	0.4583979554
573	0.4583834948
574	0.4583364676
575	0.4582883591
576	0.4582710115
577	0.4582129415
578	0.458183845
579	0.4581684468
580	0.4581358469
581	0.4580854887
582	0.4580392638
583	0.4580255739
584	0.4580114267
585	0.4579923262
586	0.4579456805
587	0.4578118652
588	0.4577707801
589	0.4577332026
590	0.4576956803
591	0.4576745511
592	0.4575930322
593	0.4575646783
594	0.4575377903
595	0.4574585321
596	0.4574168093
597	0.4573895487
598	0.4573384237
599	0.4573140933
600	0.4572878251
601	0.4572435054
602	0.4571968364
603	0.4571699369
604	0.4571520053
605	0.4571303888
606	0.4571000412
607	0.4570656929
608	0.457023259
609	0.4569769935
610	0.4569584672
611	0.4569394618
612	0.4567811726
613	0.4567546733
614	0.4566976601
615	0.4565216753
616	0.4564924192
617	0.4564536026
618	0.4564310022
619	0.4563868082
620	0.4563629272
621	0.4563155608
622	0.4562826172
623	0.4562641971
624	0.4562390995
625	0.4561982354
626	0.4561498098
627	0.4561102499
628	0.4560604661
629	0.4560201599
630	0.4559922664
631	0.4559602129
632	0.4559446988
633	0.4559138474
634	0.455902689
635	0.4558887464
636	0.455867171
637	0.4558206248
638	0.4557778131
639	0.4557466953
640	0.4557104114
641	0.4556729754
642	0.4556583519
643	0.4556349523
644	0.455612545
645	0.4555746242
646	0.4555650876
647	0.4555294129
648	0.4555021879
649	0.4554749575
650	0.4554449597
651	0.4553961404
652	0.4553829305
653	0.4553578349
654	0.4553404414
655	0.455321082
656	0.4551906425
657	0.4551696699
658	0.4551389448
659	0.4550795621
660	0.455067461
661	0.4549787555
662	0.4549563886
663	0.4549267183
664	0.4549061862
665	0.4548858919
666	0.4548463585
667	0.4548254519
668	0.4547868763
669	0.4547466478
670	0.4547099659
671	0.4546724527
672	0.4546489035
673	0.4545970219
674	0.4545738326
675	0.4545484716
676	0.4545019208
677	0.454489277
678	0.454448118
679	0.4544273973
680	0.454397332
681	0.4543597424
682	0.4543230544
683	0.4543005712
684	0.4542868711
685	0.4542752239
686	0.4542607438
687	0.4542274284
688	0.4542111888
689	0.4541737864
690	0.4541616306
691	0.4541295659
692	0.454091689
693	0.4540438429
694	0.4540325213
695	0.4539904407
696	0.4539625424
697	0.4539565667
698	0.4539323772
699	0.4539058284
700	0.4538624722
701	0.453831838
702	0.4538123871
703	0.4538024893
704	0.4537750632
705	0.4537454844
706	0.4536862696
707	0.4536611665
708	0.4536299601
709	0.4535886379
710	0.4535679742
711	0.4535317765
712	0.4535059575
713	0.4534892012
714	0.4534699319
715	0.4534583774
716	0.4534249919
717	0.4534112387
718	0.4533939934
719	0.4533677606
720	0.4533413485
721	0.4533026481
722	0.4532748834
723	0.45326141
724	0.453214077
725	0.4531705556
726	0.4531475153
727	0.4529957213
728	0.4529746212
729	0.4529438193
730	0.4529233921
731	0.4528783317
732	0.4528512476
733	0.4528243263
734	0.452787271
735	0.4527614077
736	0.4527149964
737	0.4526908964
738	0.4526555829
739	0.4526083861
740	0.4525978141
741	0.4525731019
742	0.4525360578
743	0.4525050097
744	0.4523452338
745	0.4523191642
746	0.4523001741
747	0.4522801729
748	0.4522352947
749	0.4522119553
750	0.4521864948
751	0.4521544851
752	0.4521316757
753	0.4521223162
754	0.4520880782
755	0.4520588172
756	0.4520336628
757	0.452006803
758	0.4519896464
759	0.4519628871
760	0.4519353696
761	0.4519125065
762	0.4518959718
763	0.4518598319
764	0.4518271711
765	0.4518089863
766	0.4517726493
767	0.4517329215
768	0.4517084502
769	0.4516646181
770	0.4516495035
771	0.4515795107
772	0.4515545103
773	0.4515392773
774	0.4515027973
775	0.4514785266
776	0.4514502626
777	0.4514310344
778	0.4513955649
779	0.4513786093
780	0.4513490439
781	0.4513263113
782	0.4513021877
783	0.4511951331
784	0.4511716561
785	0.4511519425
786	0.4511160875
787	0.4510679842
788	0.4510511411
789	0.4510366938
790	0.4510199075
791	0.4509518977
792	0.4509211924
793	0.4508339378
794	0.450761609
795	0.4507449261
796	0.4507120634
797	0.4507021629
798	0.4506703456
799	0.4506456652
800	0.4506057364
801	0.4505664116
802	0.4505552466
803	0.450524476
804	0.4504934891
805	0.450406844
806	0.4503867224
807	0.4503620953
808	0.4503409418
809	0.4503302056
810	0.4503127003
811	0.4502864796
812	0.450173741
813	0.450141415
814	0.450113908
815	0.4500938696
816	0.4500779507
817	0.450051501
818	0.4500367784
819	0.4499502021
820	0.449829943
821	0.4497987235
822	0.449776064
823	0.4497606492
824	0.4497274271
825	0.449713515
826	0.4496999752
827	0.4496675008
828	0.4496504727
829	0.4496226517
830	0.449598744
831	0.4495817987
832	0.4495540644
833	0.4495273247
834	0.4495038371
835	0.4494902229
836	0.4494733257
837	0.4494495623
838	0.4494129981
839	0.449378307
840	0.4493634917
841	0.4493410647
842	0.4493250113
843	0.4493065581
844	0.4492776639
845	0.4492493924
846	0.4492372338
847	0.4492053169
848	0.4491867916
849	0.4491705352
850	0.4491458722
851	0.4491357359
852	0.4491095469
853	0.449081936
854	0.4490556106
855	0.4489860618
856	0.4489621207
857	0.4489236991
858	0.4488819301
859	0.4488556639
860	0.4487328249
861	0.448709691
862	0.4486812966
863	0.4486663531
864	0.4486372195
865	0.4486147004
866	0.4486015359
867	0.448566525
868	0.4485442368
869	0.448513682
870	0.4484816056
871	0.4484675645
872	0.4484539202
873	0.4484321682
874	0.448335571
875	0.4482869544
876	0.4482740401
877	0.4482494447
878	0.4482051884
879	0.4481849293
880	0.4481540256
881	0.4481330532
882	0.4480985595
883	0.4480779218
884	0.4480193177
885	0.4479977313
886	0.4479759653
887	0.4479490871
888	0.4479186139
889	0.4478769535
890	0.447847452
891	0.4478220979
892	0.447728074
893	0.4477106469
894	0.4476905286
895	0.4476007887
896	0.4475457958
897	0.4475201284
898	0.4474982219
899	0.4474599712
900	0.4474277152
901	0.4474174825
902	0.4473988305
903	0.4473659749
904	0.4473453229
905	0.4473005857
906	0.4472810621
907	0.4472603938
908	0.4472293566
909	0.4471981625
910	0.4471227876
911	0.4470936873
912	0.4470649463
913	0.4470552809
914	0.4470354542
915	0.4470138531
916	0.4469938365
917	0.4469675401
918	0.4469381257
919	0.4469088266
920	0.4468258802
921	0.4467277614
922	0.4467188302
923	0.4466965921
924	0.4466840431
925	0.4466505491
926	0.4466120542
927	0.4465841426
928	0.4465523014
929	0.4465325799
930	0.4465059037
931	0.4464217728
932	0.446338463
933	0.4463184656
934	0.4462872003
935	0.4462605719
936	0.4462342692
937	0.4462186439
938	0.4462035255
939	0.4461764087
940	0.4461466107
941	0.4461157122
942	0.4460953457
943	0.4460461884
944	0.4460204627
945	0.4460021986
946	0.4459794843
947	0.4459537436
948	0.4459247257
949	0.4459030425
950	0.4458752994
951	0.4458542396
952	0.4458398581
953	0.4458097551
954	0.4457826428
955	0.4457610719
956	0.4457062022
957	0.4456882394
958	0.4456134842
959	0.4455805112
960	0.4455544449
961	0.4455302807
962	0.4454984591
963	0.4454762059
964	0.4454522046
965	0.4454370285
966	0.4454113681
967	0.4453769709
968	0.4453572589
969	0.4453387409
970	0.4453194106
971	0.4452361692
972	0.4451661576
973	0.4451486183
974	0.4451274233
975	0.4450815783
976	0.445055653
977	0.4450351618
978	0.4450145836
979	0.4449869604
980	0.4449674029
981	0.4449485806
982	0.4449221403
983	0.4449014573
984	0.4448771872
985	0.4448535457
986	0.444827782
987	0.4448075524
988	0.4447859915
989	0.4446955308
990	0.4446698687
991	0.4446514079
992	0.444631402
993	0.4446065736
994	0.4445910436
995	0.4445715349
996	0.4445029534
997	0.4444840392
998	0.4444078345
999	0.4443837895
1000	0.4443669985
1001	0.4443489786
1002	0.4443315551
1003	0.4443066343
1004	0.4442881932
1005	0.4442731226
1006	0.4441878532
1007	0.4441652997
1008	0.4441412877
1009	0.4441213565
1010	0.4441049825
1011	0.444079704
1012	0.4440575245
1013	0.4440394994
1014	0.4440218343
1015	0.4440040006
1016	0.4439285976
1017	0.4439025244
1018	0.4438784486
1019	0.443851198
1020	0.4438256231
1021	0.4438021228
1022	0.4437811675
1023	0.4437592801
1024	0.4437355608
1025	0.443716115
1026	0.4436944082
1027	0.4436670504
1028	0.4436417372
1029	0.4436176707
1030	0.4436040515
1031	0.4435767818
1032	0.4435591421
1033	0.4435330082
1034	0.4435170934
1035	0.4434921647
1036	0.4434700693
1037	0.443444249
1038	0.4434193334
1039	0.4433967165
1040	0.4433820387
1041	0.4433566986
1042	0.443337865
1043	0.4433130178
1044	0.4432869635
1045	0.4432621428
1046	0.4431901902
1047	0.4431714871
1048	0.4431474
1049	0.443121963
1050	0.4430514083
1051	0.443014486
1052	0.4429911478
1053	0.4429223696
1054	0.4429062795
1055	0.4428833134
1056	0.4428625892
1057	0.442839101
1058	0.4427717025
1059	0.4427507515
1060	0.4427220682
1061	0.4427002445
1062	0.4426785783
1063	0.44266222
1064	0.4426407825
1065	0.442620895
1066	0.4425981825
1067	0.442578774
1068	0.4425564997
1069	0.4425392134
1070	0.4425211668
1071	0.4425040091
1072	0.4424801083
1073	0.4424594829
1074	0.4424367663
1075	0.4424126673
1076	0.4423940472
1077	0.4423734855
1078	0.4423534359
1079	0.4423325649
1080	0.4423096503
1081	0.4422891806
1082	0.4422691009
1083	0.4422494039
1084	0.4422254911
1085	0.4422088355
1086	0.44218736
1087	0.4421660209
1088	0.4421431891
1089	0.4421201934
1090	0.4421021592
1091	0.442081123
1092	0.4420544843
1093	0.4420192985
1094	0.4419960907
1095	0.4419628168
1096	0.4419463881
1097	0.4419242981
1098	0.441902643
1099	0.4418425099
1100	0.4417723917
1101	0.4417498858
1102	0.4417292323
1103	0.4417077591
1104	0.4416924433
1105	0.4416703113
1106	0.4416214065
1107	0.4416074919
1108	0.4415896409
1109	0.4415685718
1110	0.4414991437
1111	0.441434614
1112	0.4414158058
1113	0.44139737
1114	0.4413472329
1115	0.4413253258
1116	0.4413084383
1117	0.4412892591
1118	0.4412702501
1119	0.4412516029
1120	0.4412301271
1121	0.4412100388
1122	0.4411889824
1123	0.4411692946
1124	0.4411478212
1125	0.4411285285
1126	0.441110371
1127	0.4410560048
1128	0.4410386939
1129	0.4410179366
1130	0.4409986762
1131	0.4409746015
1132	0.4409533134
1133	0.4409384045
1134	0.4409211654
1135	0.4408625298
1136	0.4408422221
1137	0.4408221047
1138	0.4408035048
1139	0.4407869075
1140	0.440770689
1141	0.440750868
1142	0.4407297918
1143	0.4407085643
1144	0.4406904247
1145	0.4406742411
1146	0.440634067
1147	0.4406141456
1148	0.440596894
1149	0.4405774637
1150	0.4405584587
1151	0.4405403242
1152	0.4405216673
1153	0.440502045
1154	0.44048519
1155	0.4404667441
1156	0.4404342188
1157	0.4404162499
1158	0.4403986425
1159	0.4403771447
1160	0.4403598919
1161	0.4403430578
1162	0.4403234346
1163	0.4403040795
1164	0.4402840636
1165	0.4402632812
1166	0.4402454171
1167	0.4401839424
1168	0.4401665972
1169	0.4401497784
1170	0.4401214331
1171	0.4401049531
1172	0.4400888049
1173	0.4400740106
1174	0.4400561451
1175	0.440040713
1176	0.4399816012
1177	0.4399428985
1178	0.4399273689
1179	0.4399108369
1180	0.4398950051
1181	0.4398649019
1182	0.4398462018
1183	0.4398322431
1184	0.4398164923
1185	0.4398000597
1186	0.439783949
1187	0.4397681555
1188	0.439750781
1189	0.4397363654
1190	0.4397223619
1191	0.4397068901
1192	0.4396920495
1193	0.4396741501
1194	0.439658643
1195	0.4396450309
1196	0.4396277862
1197	0.4395988665
1198	0.4395824439
1199	0.4395666317
1200	0.4395523632
1201	0.439535356
1202	0.4395140641
1203	0.439498144
1204	0.4394820831
1205	0.4394443123
1206	0.4394146635
1207	0.4394003592
1208	0.4393859042
1209	0.4393687673
1210	0.4393520031
1211	0.4393355695
1212	0.4393158615
1213	0.4393003121
1214	0.4392847266
1215	0.4392398048
1216	0.4392239752
1217	0.439208438
1218	0.4391716567
1219	0.4391576382
1220	0.4391382116
1221	0.4391219701
1222	0.4391064829
1223	0.4390907911
1224	0.4390726311
1225	0.4390525613
1226	0.4390335496
1227	0.4390151913
1228	0.4389998219
1229	0.4389846779
1230	0.4389683991
1231	0.4389532155
1232	0.438925161
1233	0.4389107574
1234	0.438897248
1235	0.4388785702
1236	0.4388635983
1237	0.4388495561
1238	0.4388349078
1239	0.4388199121
1240	0.438803423
1241	0.4387886467
1242	0.4387725106
1243	0.4387581534
1244	0.4387450903
1245	0.43873102
1246	0.4387166515
1247	0.4387004688
1248	0.438684017
1249	0.438668118
1250	0.438652204
1251	0.4386369474
1252	0.4386230918
1253	0.4386094898
1254	0.4385543588
1255	0.4385412644
1256	0.4385275137
1257	0.438512662
1258	0.4384991871
1259	0.4384833672
1260	0.4384588136
1261	0.4384375735
1262	0.4384249144
1263	0.438411844
1264	0.4383963612
1265	0.4383776784
1266	0.438360515
1267	0.4383335696
1268	0.4383189621
1269	0.4383034624
1270	0.4382890171
1271	0.4382716758
1272	0.4382573317
1273	0.4382440443
1274	0.4382313166
1275	0.4382182733
1276	0.4382032994
1277	0.4381863428
1278	0.4381730136
1279	0.4381552352
1280	0.4381406366
1281	0.4381239011
1282	0.4381110273
1283	0.4380968272
1284	0.4380830828
1285	0.4380692574
1286	0.4380513468
1287	0.4380387634
1288	0.4380231509
1289	0.4380098114
1290	0.4379928512
1291	0.4379638736
1292	0.4379492595
1293	0.437933875
1294	0.4379175405
1295	0.4379013203
1296	0.4378884832
1297	0.4378733472
1298	0.4378573839
1299	0.4378425126
1300	0.4378305322
1301	0.4377962631
1302	0.4377838492
1303	0.4377694558
1304	0.4377577219
1305	0.4377296026
1306	0.4376962024
1307	0.4376702355
1308	0.4376533156
1309	0.4376373781
1310	0.4376192173
1311	0.4376058332
1312	0.4375944272
1313	0.4375754392
1314	0.4375619111
1315	0.4375493008
1316	0.4375350921
1317	0.4375213061
1318	0.4375030528
1319	0.4374875251
1320	0.4374723035
1321	0.4374559159
1322	0.437444698
1323	0.4374314836
1324	0.4374164495
1325	0.4374019359
1326	0.4373843596
1327	0.4373721777
1328	0.4373575245
1329	0.4373431602
1330	0.4373297126
1331	0.4373179691
1332	0.4373022756
1333	0.4372847885
1334	0.4372704431
1335	0.4372537831
1336	0.4372352124
1337	0.4372235156
1338	0.4372103873
1339	0.4371961413
1340	0.4371790037
1341	0.4371674576
1342	0.4371551394
1343	0.4371388925
1344	0.4371254861
1345	0.4371120618
1346	0.4370968318
1347	0.4370839955
1348	0.4370726982
1349	0.4370621058
1350	0.4370461504
1351	0.4370344873
1352	0.4370208395
1353	0.4370067702
1354	0.4369939003
1355	0.4369797474
1356	0.4369629704
1357	0.436947677
1358	0.4369367685
1359	0.4369229039
1360	0.436909624
1361	0.4368588251
1362	0.4368468614
1363	0.4368335581
1364	0.4368197725
1365	0.4368066879
1366	0.4367826703
1367	0.436767333
1368	0.4367547901
1369	0.4367407749
1370	0.4367277463
1371	0.4367140859
1372	0.4367011507
1373	0.43668367
1374	0.4366699801
1375	0.4366567541
1376	0.43664541
1377	0.4366290541
1378	0.4366164524
1379	0.4366014479
1380	0.4365879679
1381	0.4365709299
1382	0.4365577784
1383	0.4365474787
1384	0.4365325591
1385	0.4365196225
1386	0.4365070307
1387	0.4364933436
1388	0.4364776677
1389	0.4364599057
1390	0.4364474485
1391	0.4364347588
1392	0.436420079
1393	0.4364078172
1394	0.4363942884
1395	0.4363703628
1396	0.4363530871
1397	0.4363410009
1398	0.4363285635
1399	0.4363162532
1400	0.4362994007
1401	0.4362479866
1402	0.4362369975
1403	0.4362223327
1404	0.4362115855
1405	0.4361993481
1406	0.4361833424
1407	0.4361732649
1408	0.4361529377
1409	0.436136833
1410	0.4361210557
1411	0.4361089361
1412	0.43609475
1413	0.436080234
1414	0.4360689585
1415	0.4360521498
1416	0.4360401618
1417	0.4360281951
1418	0.436011717
1419	0.4360009344
1420	0.4359872444
1421	0.4359769825
1422	0.4359627706
1423	0.435952721
1424	0.4359399919
1425	0.4359173188
1426	0.4358943932
1427	0.4358831546
1428	0.4358736411
1429	0.4358511599
1430	0.4358386393
1431	0.4358263569
1432	0.4358044208
1433	0.4357823349
1434	0.4357642449
1435	0.4357521302
1436	0.435740246
1437	0.4357189729
1438	0.4357055888
1439	0.4356899469
1440	0.4356737582
1441	0.4356521309
1442	0.4356376861
1443	0.4356239047
1444	0.4356073046
1445	0.4355955434
1446	0.435586332
1447	0.4355741189
1448	0.4355535057
1449	0.4355406222
1450	0.4355280321
1451	0.4355126916
1452	0.4355018332
1453	0.4354897812
1454	0.4354770538
1455	0.4354663
1456	0.4354484808
1457	0.4354368685
1458	0.4354191096
1459	0.4354033921
1460	0.4353857744
1461	0.4353732232
1462	0.4353605762
1463	0.4353490893
1464	0.4353379041
1465	0.4353228668
1466	0.4353114188
1467	0.4352995463
1468	0.4352840042
1469	0.4352687631
1470	0.4352594903
1471	0.4352448214
1472	0.4352310681
1473	0.4352046452
1474	0.4351918641
1475	0.4351803225
1476	0.4351685686
1477	0.4351568598
1478	0.4351448031
1479	0.4351325319
1480	0.4351210479
1481	0.4351096969
1482	0.435093623
1483	0.4350824543
1484	0.4350678807
1485	0.4350560252
1486	0.4350303586
1487	0.4350192544
1488	0.435005293
1489	0.4349938762
1490	0.4349765118
1491	0.434961774
1492	0.434950885
1493	0.434937975
1494	0.4349246266
1495	0.4349047109
1496	0.434883594
1497	0.4348688182
1498	0.4348586298
1499	0.4348119978
